Date received,Product,Sub-product,Issue,Sub-issue,Company,State,ZIP code,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?
2/16/2016,Credit card,,Identity theft / Fraud / Embezzlement,,Bank of America,IL,60076,Consent not provided,Web,2/16/2016,Closed with explanation,Yes,No
2/16/2016,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,"McCarthy, Burgess & Wolff, Inc.",CA,959XX,Consent provided,Web,2/19/2016,Closed with explanation,Yes,No
2/2/2016,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,"ProCollect, Inc",TX,75209,Consent not provided,Web,2/4/2016,Closed with explanation,Yes,Yes
2/2/2016,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,"I.C. System, Inc.",PA,191XX,Consent provided,Web,2/4/2016,Closed with explanation,Yes,No
2/2/2016,Bank account or service,Checking account,Deposits and withdrawals,,Wells Fargo & Company,SC,29710,N/A,Phone,2/2/2016,Closed with explanation,Yes,No
2/2/2016,Mortgage,VA mortgage,"Loan modification,collection,foreclosure",,Flagstar Bank,GA,302XX,Consent provided,Web,2/2/2016,Closed with non-monetary relief,Yes,Yes
2/25/2016,Bank account or service,Savings account,"Making/receiving payments, sending money",,Discover,TX,750XX,Consent provided,Web,2/25/2016,Closed with explanation,Yes,No
1/27/2016,Consumer Loan,Installment loan,Taking out the loan or lease,,Wells Fargo & Company,OR,97127,Consent not provided,Web,2/1/2016,Closed with explanation,Yes,No
1/22/2016,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt was paid,"PayPal Holdings, Inc.",TX,770XX,Consent provided,Web,1/22/2016,Closed with explanation,Yes,No
11/7/2016,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,Nationstar Mortgage,NY,14612,N/A,Referral,11/8/2016,Closed with explanation,Yes,No
2/25/2016,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,"Red River Collection Company, Inc.",CO,802XX,Consent provided,Web,4/11/2016,Untimely response,No,
2/2/2016,Mortgage,Other mortgage,Other,,"Carrington Mortgage Holdings, LLC.",NJ,7052,N/A,Postal mail,2/2/2016,Closed with explanation,Yes,No
1/27/2016,Debt collection,Credit card,False statements or representation,Attempted to collect wrong amount,"Cavalry Investments, LLC",AZ,85014,Consent not provided,Web,1/27/2016,Closed with explanation,Yes,No
1/31/2017,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,Ocwen,IL,61065,N/A,Phone,1/31/2017,Closed with explanation,Yes,
1/27/2016,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,Ocwen,NC,28054,N/A,Referral,1/28/2016,Closed with explanation,Yes,No
1/22/2016,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,"Virtuoso Sourcing Group, LLC.",PA,19150,N/A,Referral,1/29/2016,Closed,Yes,No
1/27/2016,Bank account or service,Other bank product/service,Problems caused by my funds being low,,TD Bank US Holding Company,NY,11377,N/A,Phone,1/28/2016,Closed with explanation,Yes,No
2/16/2016,Debt collection,Credit card,Improper contact or sharing of info,Contacted me after I asked not to,"Cavalry Investments, LLC",OH,44122,N/A,Phone,3/24/2016,Closed with explanation,Yes,Yes
2/11/2016,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,Nationstar Mortgage,LA,70112,N/A,Referral,2/11/2016,Closed,Yes,No
2/11/2016,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,HSBC North America Holdings Inc.,VA,22314,N/A,Postal mail,2/16/2016,Closed with explanation,Yes,No
1/26/2017,Bank account or service,Savings account,Deposits and withdrawals,,Wells Fargo & Company,TX,773XX,Consent provided,Web,1/26/2017,Closed with explanation,No,
11/9/2016,Mortgage,Home equity loan or line of credit,"Loan modification,collection,foreclosure",,Bank of America,HI,968XX,Consent provided,Web,11/9/2016,Closed with explanation,Yes,No
2/25/2016,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,Ditech Financial LLC,PA,18037,Consent not provided,Web,2/25/2016,Closed with non-monetary relief,Yes,No
2/11/2016,Debt collection,Medical,Disclosure verification of debt,Not given enough info to verify debt,Credit Bureau of Napa,NY,10024,N/A,Referral,2/11/2016,Closed with explanation,Yes,No
2/5/2016,Consumer Loan,Vehicle loan,Managing the loan or lease,,Santander Consumer USA Holdings Inc,CA,93003,Consent not provided,Web,2/5/2016,Closed with explanation,Yes,No
2/11/2016,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,GC Services Limited Partnership,FL,321XX,Consent provided,Web,2/11/2016,Closed with explanation,Yes,No
2/25/2016,Mortgage,Conventional fixed mortgage,Settlement process and costs,,Nationstar Mortgage,TX,78553,N/A,Phone,2/29/2016,Closed with explanation,Yes,No
2/5/2016,Credit reporting,,Incorrect information on credit report,Information is not mine,Equifax,MA,027XX,Consent provided,Web,2/5/2016,Closed with explanation,Yes,No
2/11/2016,Credit reporting,,Incorrect information on credit report,Information is not mine,Equifax,CO,81252,Consent not provided,Web,2/11/2016,Closed with explanation,Yes,No
2/2/2016,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,Ditech Financial LLC,VT,5346,Consent not provided,Web,2/2/2016,Closed with explanation,Yes,No
2/2/2016,Mortgage,Other mortgage,Other,,Wells Fargo & Company,CA,93004,N/A,Postal mail,2/2/2016,Closed with explanation,Yes,No
2/2/2016,Debt collection,I do not know,Disclosure verification of debt,Not given enough info to verify debt,"Vengroff Williams, Inc",TX,775XX,Consent provided,Web,3/9/2016,Closed with explanation,Yes,Yes
1/27/2016,Student loan,Non-federal student loan,Can't repay my loan,Can't get flexible payment options,AES/PHEAA,NY,100XX,Consent provided,Web,1/27/2016,Closed with explanation,Yes,Yes
2/16/2016,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,Wells Fargo & Company,NY,105XX,Consent provided,Web,2/16/2016,Closed with explanation,Yes,No
2/2/2016,Debt collection,Mortgage,Communication tactics,Threatened to take legal action,Specialized Loan Servicing LLC,PA,15522,N/A,Phone,2/4/2016,Closed with explanation,Yes,No
1/22/2016,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,Equifax,TX,754XX,Consent provided,Web,1/22/2016,Closed with explanation,Yes,No
1/22/2016,Credit reporting,,Incorrect information on credit report,Account terms,Experian,TX,796XX,Consent provided,Web,1/22/2016,Closed with non-monetary relief,Yes,No
2/25/2016,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,"George Mason Mortgage, LLC",VA,201XX,Consent provided,Web,2/29/2016,Closed with monetary relief,Yes,No
2/2/2016,Credit card,,Billing disputes,,Bank of America,IN,47553,N/A,Postal mail,2/3/2016,Closed with explanation,Yes,No
2/22/2016,Debt collection,Credit card,Taking/threatening an illegal action,Threatened to sue on too old debt,Nelson Cruz & Associates LLC,IN,479XX,Consent provided,Web,2/22/2016,Closed,Yes,Yes
2/16/2016,Credit card,,Billing disputes,,Synchrony Financial,NY,11746,N/A,Phone,2/19/2016,Closed with explanation,Yes,No
1/22/2016,Bank account or service,Other bank product/service,"Making/receiving payments, sending money",,Synchrony Financial,TX,77539,N/A,Postal mail,1/28/2016,Closed with explanation,Yes,No
2/25/2016,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,Wells Fargo & Company,CA,957XX,Consent provided,Web,2/25/2016,Closed with explanation,Yes,No
2/22/2016,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,"Servis One, Inc.",TX,77568,Consent not provided,Web,2/26/2016,Closed with explanation,Yes,Yes
2/2/2016,Consumer Loan,Title loan,Payment to acct not credited,,Bank of America,FL,34145,Consent not provided,Web,2/3/2016,Closed with explanation,Yes,No
2/22/2016,Consumer Loan,Installment loan,Managing the loan or lease,,"Credit Central Holdings, LLC",AL,360XX,Consent provided,Web,2/22/2016,Closed with explanation,Yes,No
2/5/2016,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",,JPMorgan Chase & Co.,IL,60435,Consent not provided,Web,2/8/2016,Closed with explanation,Yes,Yes
2/11/2016,Credit reporting,,Improper use of my credit report,Report improperly shared by CRC,Experian,NV,89521,N/A,Phone,2/11/2016,Closed with explanation,Yes,No
2/16/2016,Bank account or service,Checking account,"Account opening, closing, or management",,JPMorgan Chase & Co.,OR,974XX,Consent provided,Web,2/16/2016,Closed with explanation,Yes,No
1/22/2016,Bank account or service,Savings account,Deposits and withdrawals,,U.S. Bancorp,CO,80033,N/A,Referral,1/26/2016,Closed with explanation,Yes,No
1/22/2016,Bank account or service,Other bank product/service,"Account opening, closing, or management",,BB&T Financial,VA,22204,N/A,Referral,1/26/2016,Closed with explanation,Yes,No
2/25/2016,Debt collection,Credit card,False statements or representation,Attempted to collect wrong amount,"Portfolio Recovery Associates, Inc.",NJ,7446,Consent not provided,Web,2/25/2016,Closed with explanation,Yes,Yes
1/27/2016,Consumer Loan,Vehicle lease,Managing the loan or lease,,GM Financial,FL,334XX,Consent provided,Web,1/27/2016,Closed with explanation,Yes,Yes
1/27/2016,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,Bank of America,VA,22314,N/A,Referral,2/3/2016,Closed with explanation,Yes,No
1/22/2016,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,Quality Loan Service Corporation,NV,89123,N/A,Referral,3/29/2016,Closed with explanation,Yes,Yes
2/2/2016,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,U.S. Bancorp,MN,551XX,Consent provided,Web,2/2/2016,Closed with explanation,Yes,No
2/16/2016,Credit reporting,,Incorrect information on credit report,Account status,JPMorgan Chase & Co.,NC,28314,Consent not provided,Web,2/19/2016,Closed with non-monetary relief,Yes,No
2/22/2016,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt resulted from identity theft,Oliver Adjustment Co.,FL,34736,Consent not provided,Web,3/30/2016,Closed with explanation,Yes,No
1/27/2016,Bank account or service,Other bank product/service,"Account opening, closing, or management",,Charles Schwab Bank,CT,6810,N/A,Referral,2/3/2016,Closed with monetary relief,Yes,No
2/11/2016,Credit reporting,,Incorrect information on credit report,Account status,Equifax,FL,34233,N/A,Referral,2/11/2016,Closed with explanation,Yes,No
2/5/2016,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,Specialized Loan Servicing LLC,CT,6513,N/A,Phone,2/8/2016,Closed with explanation,Yes,No
2/22/2016,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,Resurgent Capital Services L.P.,TX,773XX,Consent provided,Web,2/26/2016,Closed with explanation,Yes,No
1/27/2016,Credit card,,Application processing delay,,Barclays PLC,FL,33162,N/A,Referral,1/29/2016,Closed with explanation,Yes,No
1/27/2016,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,"Carrington Mortgage Holdings, LLC.",NY,10708,N/A,Referral,2/1/2016,Closed with explanation,Yes,No
1/27/2016,Credit card,,Advertising and marketing,,Capital One,FL,33445,N/A,Referral,2/12/2016,Closed with non-monetary relief,Yes,No
2/11/2016,Credit reporting,,Incorrect information on credit report,Account status,Experian,FL,34233,N/A,Referral,2/16/2016,Closed with non-monetary relief,Yes,No
1/22/2016,Bank account or service,Other bank product/service,"Account opening, closing, or management",,U.S. Bancorp,KS,66601,N/A,Referral,1/22/2016,Closed with explanation,Yes,No
2/2/2016,Credit reporting,,Incorrect information on credit report,Account status,Experian,TX,75119,N/A,Postal mail,2/9/2016,Closed with non-monetary relief,Yes,No
1/22/2016,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,"Select Portfolio Servicing, Inc",NY,108XX,Consent provided,Web,1/22/2016,Closed with explanation,Yes,No
2/5/2016,Credit reporting,,Incorrect information on credit report,Information is not mine,Encore Capital Group,PR,662,Consent not provided,Web,2/9/2016,Closed with non-monetary relief,Yes,No
2/5/2016,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,Wells Fargo & Company,CO,80134,Consent not provided,Web,2/5/2016,Closed with explanation,Yes,Yes
2/2/2016,Credit reporting,,Incorrect information on credit report,Account status,Experian,TX,77407,N/A,Referral,2/2/2016,Closed with non-monetary relief,Yes,No
2/17/2016,Mortgage,Other mortgage,"Application, originator, mortgage broker",,Wells Fargo & Company,NY,11379,N/A,Referral,2/19/2016,Closed with explanation,Yes,Yes
2/2/2016,Debt collection,I do not know,Communication tactics,Frequent or repeated calls,"Merchants and Medical Credit Corporation, Inc.",MA,018XX,Consent provided,Web,2/24/2016,Closed with non-monetary relief,Yes,No
1/22/2016,Credit reporting,,Incorrect information on credit report,Information is not mine,Experian,FL,34233,Consent not provided,Web,1/22/2016,Closed with explanation,Yes,No
2/2/2016,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",,Fifth Third Financial Corporation,MI,48439,N/A,Postal mail,2/8/2016,Closed,Yes,No
1/27/2016,Credit reporting,,Incorrect information on credit report,Information is not mine,Equifax,FL,334XX,Consent provided,Web,1/27/2016,Closed with explanation,Yes,Yes
2/2/2016,Bank account or service,Savings account,"Account opening, closing, or management",,Capital One,NH,030XX,Consent provided,Web,2/2/2016,Closed with monetary relief,Yes,No
2/22/2016,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,Bank of America,TX,75146,Consent not provided,Web,2/22/2016,Closed with explanation,Yes,Yes
2/11/2016,Credit reporting,,Incorrect information on credit report,Information is not mine,"TransUnion Intermediate Holdings, Inc.",CO,81252,Consent not provided,Web,2/11/2016,Closed with explanation,Yes,No
2/2/2016,Credit reporting,,Incorrect information on credit report,Account status,Experian,CA,91201,N/A,Postal mail,2/5/2016,Closed with non-monetary relief,Yes,No
2/25/2016,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,U.S. Bancorp,TX,77406,Consent not provided,Web,2/25/2016,Closed with explanation,Yes,No
2/17/2016,Bank account or service,Other bank product/service,"Account opening, closing, or management",,Bank of America,OR,97301,N/A,Phone,2/17/2016,Closed with non-monetary relief,Yes,No
1/27/2016,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,Wells Fargo & Company,NJ,074XX,Consent provided,Web,1/27/2016,Closed with explanation,Yes,Yes
2/5/2016,Credit reporting,,Incorrect information on credit report,Public record,Experian,KY,40359,Consent not provided,Web,2/5/2016,Closed with explanation,Yes,No
2/17/2016,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,"Pinnacle Credit Services, LLC",PA,190XX,Consent provided,Web,2/19/2016,Closed with explanation,Yes,No
2/5/2016,Credit reporting,,Incorrect information on credit report,Information is not mine,Experian,OR,973XX,Consent provided,Web,2/5/2016,Closed with explanation,Yes,Yes
2/17/2016,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,"Diversified Consultants, Inc.",AZ,853XX,Consent provided,Web,2/17/2016,Closed with explanation,Yes,No
2/17/2016,Bank account or service,Checking account,Deposits and withdrawals,,JPMorgan Chase & Co.,IN,47161,N/A,Phone,2/17/2016,Closed with explanation,Yes,No
2/2/2016,Credit reporting,,Incorrect information on credit report,Account status,Equifax,TX,77407,N/A,Referral,2/3/2016,Closed with non-monetary relief,Yes,No
2/17/2016,Mortgage,Conventional adjustable mortgage (ARM),Settlement process and costs,,Bank of America,UT,840XX,Consent provided,Web,2/17/2016,Closed with explanation,Yes,Yes
2/2/2016,Consumer Loan,Installment loan,Problems when you are unable to pay,,Santander Consumer USA Holdings Inc,CA,92663,N/A,Postal mail,2/2/2016,Closed with explanation,Yes,No
2/11/2016,Credit reporting,,Incorrect information on credit report,Information is not mine,Experian,NE,68123,N/A,Referral,2/11/2016,Closed with non-monetary relief,Yes,No
1/27/2016,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,Transworld Systems Inc.,FL,32819,N/A,Phone,1/28/2016,Closed with explanation,Yes,No
2/25/2016,Credit card,,Other,,Synchrony Financial,SC,29801,N/A,Phone,3/1/2016,Closed with explanation,Yes,No
1/22/2016,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,"PennyMac Loan Services, LLC",CT,063XX,Consent provided,Web,1/22/2016,Closed with non-monetary relief,Yes,No
1/27/2016,Credit card,,Transaction issue,,U.S. Bancorp,OH,45039,Consent not provided,Web,1/27/2016,Closed with monetary relief,Yes,No
2/11/2016,Credit reporting,,Incorrect information on credit report,Account status,"TransUnion Intermediate Holdings, Inc.",GA,30223,N/A,Referral,2/16/2016,Closed with non-monetary relief,Yes,No
1/22/2016,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,Experian,TX,760XX,Consent provided,Web,1/22/2016,Closed with explanation,Yes,Yes
2/11/2016,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,Experian,FL,33321,Consent not provided,Web,2/11/2016,Closed with explanation,Yes,No
2/17/2016,Credit card,,Identity theft / Fraud / Embezzlement,,Wells Fargo & Company,CA,920XX,Consent provided,Web,2/17/2016,Closed with explanation,Yes,Yes
2/5/2016,Bank account or service,Other bank product/service,"Making/receiving payments, sending money",,FirstBank of Puerto Rico,PR,624,N/A,Referral,2/10/2016,Closed with explanation,No,Yes
2/2/2016,Bank account or service,Checking account,"Account opening, closing, or management",,Bank of America,GA,30044,Consent not provided,Web,2/2/2016,Closed with non-monetary relief,Yes,No
2/17/2016,Student loan,Non-federal student loan,Can't repay my loan,Can't get flexible payment options,Transworld Systems Inc.,NC,27614,N/A,Phone,2/17/2016,Closed with explanation,Yes,Yes
2/25/2016,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",,BMO Harris,IL,60626,Consent not provided,Web,2/25/2016,Closed with explanation,Yes,Yes
2/22/2016,Credit reporting,,Incorrect information on credit report,Account status,"TransUnion Intermediate Holdings, Inc.",MS,38632,N/A,Postal mail,2/26/2016,Closed with non-monetary relief,Yes,No
1/22/2016,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,Ocwen,VA,234XX,Consent provided,Web,1/22/2016,Closed with explanation,Yes,No
2/25/2016,Credit reporting,,Incorrect information on credit report,Account status,Equifax,WA,99001,Consent not provided,Web,2/25/2016,Closed with explanation,Yes,No
2/11/2016,Debt collection,Credit card,False statements or representation,Impersonated an attorney or official,Wells Fargo & Company,GA,30720,N/A,Referral,2/16/2016,Closed with non-monetary relief,Yes,No
2/17/2016,Credit card,,Late fee,,Bank of America,CA,90005,Consent not provided,Web,2/17/2016,Closed with monetary relief,Yes,No
2/17/2016,Consumer Loan,Vehicle loan,Managing the loan or lease,,"Citizens Financial Group, Inc.",FL,347XX,Consent provided,Web,2/22/2016,Closed with explanation,Yes,No
2/17/2016,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,Ditech Financial LLC,MD,21782,Consent not provided,Web,2/17/2016,Closed with explanation,Yes,No
2/25/2016,Credit card,,Credit card protection / Debt protection,,Synchrony Financial,NV,89115,N/A,Fax,2/29/2016,Closed with monetary relief,Yes,No
2/2/2016,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,Nationstar Mortgage,WI,531XX,Consent provided,Web,2/2/2016,Closed with explanation,Yes,No
1/27/2016,Bank account or service,Checking account,Deposits and withdrawals,,BB&T Financial,GA,30120,Consent not provided,Web,1/27/2016,Closed with explanation,Yes,Yes
2/25/2016,Debt collection,Credit card,Taking/threatening an illegal action,Seized/Attempted to seize property,Citibank,PA,180XX,Consent provided,Web,2/25/2016,Closed with explanation,Yes,No
2/11/2016,Mortgage,Conventional fixed mortgage,Settlement process and costs,,Lenox Financial Mortgage Corporation,CA,953XX,Consent provided,Web,3/29/2016,Closed with non-monetary relief,Yes,No
1/22/2016,Credit card,,Late fee,,Citibank,NC,27282,N/A,Referral,1/25/2016,Closed with monetary relief,Yes,No
2/25/2016,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,Wells Fargo & Company,SC,29054,N/A,Phone,2/29/2016,Closed with explanation,Yes,No
1/22/2016,Credit card,,Transaction issue,,Citibank,NJ,8225,N/A,Referral,1/29/2016,Closed with explanation,Yes,No
2/11/2016,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,Experian,TN,37920,Consent not provided,Web,2/11/2016,Closed with explanation,Yes,No
1/22/2016,Debt collection,I do not know,Disclosure verification of debt,Not given enough info to verify debt,"Hunter Warfield, Inc.",DE,19701,N/A,Referral,1/29/2016,Closed with explanation,Yes,No
2/25/2016,Credit reporting,,Incorrect information on credit report,Account status,"TransUnion Intermediate Holdings, Inc.",FL,331XX,Consent provided,Web,2/25/2016,Closed with non-monetary relief,Yes,No
2/25/2016,Consumer Loan,Vehicle lease,Managing the loan or lease,,American Honda Finance Corporation,OH,450XX,Consent provided,Web,2/25/2016,Closed with explanation,Yes,Yes
2/11/2016,Bank account or service,Checking account,"Account opening, closing, or management",,JPMorgan Chase & Co.,OR,97219,N/A,Referral,2/16/2016,Closed with explanation,Yes,No
2/11/2016,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,Equifax,TN,37920,Consent not provided,Web,2/11/2016,Closed with explanation,Yes,No
2/11/2016,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,Wells Fargo & Company,MD,21122,N/A,Referral,2/16/2016,Closed with explanation,Yes,No
2/17/2016,Debt collection,Credit card,Communication tactics,Called after sent written cease of comm,"Portfolio Recovery Associates, Inc.",NE,683XX,Consent provided,Web,2/17/2016,Closed with non-monetary relief,Yes,Yes
2/25/2016,Credit reporting,,Incorrect information on credit report,Account status,Equifax,FL,331XX,Consent provided,Web,2/25/2016,Closed with explanation,Yes,No
2/2/2016,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,Banco Popular de Puerto Rico,MD,20748,N/A,Referral,2/16/2016,Closed with explanation,Yes,Yes
1/27/2016,Credit reporting,,Incorrect information on credit report,Information is not mine,Experian,TX,77072,Consent not provided,Web,1/27/2016,Closed with explanation,Yes,No
2/17/2016,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,JPMorgan Chase & Co.,CA,92337,Consent not provided,Web,2/17/2016,Closed with explanation,Yes,No
2/22/2016,Debt collection,Payday loan,Communication tactics,Called after sent written cease of comm,"Community Choice Financial, Inc.",MO,65756,Consent not provided,Web,2/22/2016,Closed with explanation,Yes,No
2/22/2016,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,Encore Capital Group,SC,29512,N/A,Phone,2/23/2016,Closed with non-monetary relief,Yes,No
2/6/2016,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,Experian,TN,370XX,Consent provided,Web,2/6/2016,Closed with explanation,Yes,No
2/2/2016,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,JPMorgan Chase & Co.,NE,68116,N/A,Referral,2/4/2016,Closed with explanation,Yes,Yes
1/27/2016,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,"Citizens Financial Group, Inc.",IL,604XX,Consent provided,Web,2/2/2016,Closed with explanation,Yes,No
2/17/2016,Mortgage,Conventional fixed mortgage,Settlement process and costs,,Nationstar Mortgage,PA,18360,Consent not provided,Web,2/17/2016,Closed with explanation,Yes,Yes
2/2/2016,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,"SunTrust Banks, Inc.",NJ,8863,N/A,Referral,2/4/2016,Closed with explanation,Yes,No
1/22/2016,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,ERC,CA,90025,Consent not provided,Web,1/22/2016,Closed with non-monetary relief,Yes,No
2/17/2016,Debt collection,Payday loan,Cont'd attempts collect debt not owed,Debt is not mine,"National Credit Adjusters, LLC",KS,675XX,Consent provided,Web,3/7/2016,Closed with explanation,Yes,No
2/2/2016,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",,Wells Fargo & Company,CA,92557,N/A,Referral,2/4/2016,Closed with explanation,Yes,No
2/6/2016,Debt collection,Credit card,Communication tactics,Threatened to take legal action,JPMorgan Chase & Co.,IA,528XX,Consent provided,Web,2/6/2016,Closed with explanation,Yes,No
2/17/2016,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,Specialized Loan Servicing LLC,NY,11758,Consent not provided,Web,2/17/2016,Closed with explanation,Yes,No
2/17/2016,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,Bank of America,VA,201XX,Consent provided,Web,2/17/2016,Closed with explanation,Yes,No
2/2/2016,Consumer Loan,Vehicle loan,Problems when you are unable to pay,,"Prestige Financial Services, Inc.",AZ,85138,N/A,Referral,2/4/2016,Closed with explanation,Yes,No
2/25/2016,Credit reporting,,Incorrect information on credit report,Public record,Experian,AZ,85069,N/A,Phone,2/29/2016,Closed with explanation,Yes,No
1/22/2016,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,Wells Fargo & Company,FL,337XX,Consent provided,Web,1/22/2016,Closed with non-monetary relief,Yes,No
1/22/2016,Mortgage,Home equity loan or line of credit,Settlement process and costs,,"Impac Mortgage Holdings, Inc.",CA,94595,Consent not provided,Web,1/26/2016,Closed with non-monetary relief,Yes,No
2/17/2016,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,"Seterus, Inc.",NV,89107,Consent not provided,Web,2/17/2016,Closed with explanation,Yes,No
1/27/2016,Credit reporting,,Incorrect information on credit report,Information is not mine,"Fidelity National Information Services, Inc. (FNIS)",NM,87042,Consent not provided,Web,1/27/2016,Closed with explanation,Yes,No
2/22/2016,Credit card,,Customer service / Customer relations,,Synchrony Financial,IL,610XX,Consent provided,Web,2/22/2016,Closed with explanation,Yes,No
1/27/2016,Mortgage,Conventional adjustable mortgage (ARM),Settlement process and costs,,JPMorgan Chase & Co.,CA,902XX,Consent provided,Web,1/27/2016,Closed with explanation,Yes,Yes
2/25/2016,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,Essential Retrieval Group,ID,836XX,Consent provided,Web,4/6/2016,Untimely response,No,
2/17/2016,Credit card,,Billing disputes,,Wells Fargo & Company,RI,2840,Consent not provided,Web,2/17/2016,Closed with explanation,Yes,No
1/22/2016,Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,Frequent or repeated calls,"Accelerated Receivables Management, Inc.",IL,60603,N/A,Referral,1/25/2016,Untimely response,No,
2/17/2016,Credit card,,Customer service / Customer relations,,Citibank,SC,294XX,Consent provided,Web,2/17/2016,Closed with explanation,Yes,No
2/6/2016,Credit reporting,,Incorrect information on credit report,Information is not mine,Experian,NM,875XX,Consent provided,Web,2/6/2016,Closed with explanation,Yes,No
2/2/2016,Payday loan,Payday loan,Can't contact lender,Can't contact lender,BlueChip Financial,LA,70360,Other,Web,2/12/2016,Closed with explanation,Yes,No
2/11/2016,Credit reporting,,Incorrect information on credit report,Account status,Equifax,GA,30328,N/A,Referral,2/11/2016,Closed with explanation,Yes,No
2/22/2016,Debt collection,Federal student loan,Disclosure verification of debt,Right to dispute notice not received,"National Credit Services, Inc.",NC,283XX,Consent provided,Web,2/22/2016,Closed with explanation,Yes,No
2/17/2016,Credit reporting,,Incorrect information on credit report,Public record,Equifax,OH,44039,Consent not provided,Web,2/17/2016,Closed with explanation,Yes,No
2/17/2016,Credit reporting,,Incorrect information on credit report,Public record,"TransUnion Intermediate Holdings, Inc.",OH,44039,Consent not provided,Web,2/17/2016,Closed with non-monetary relief,Yes,No
1/22/2016,Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,Called after sent written cease of comm,"Sunset Management, Inc",SC,29622,N/A,Referral,2/3/2016,Closed with explanation,Yes,No
